role_noun_gender,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.3190883190883191,0.0,0.08831908831908832,0.0
masculine,0.2222222222222222,0.2022792022792023,0.0,0.0
feminine,0.39886039886039887,0.35327635327635326,0.1794871794871795,0.0
