index,word,stem,suffix,frequency,frequency_in_a_million
585,bandman,band,man,4,0.38395125969128974
586,wiseman,wise,man,4,0.38395125969128974
587,waste man,waste ,man,4,0.38395125969128974
588,hunterman,hunter,man,4,0.38395125969128974
589,hit-man,hit-,man,4,0.38395125969128974
590,wildman,wild,man,4,0.38395125969128974
591,pumpman,pump,man,4,0.38395125969128974
592,garbage person,garbage ,person,4,0.38395125969128974
593,beardsman,beards,man,4,0.38395125969128974
594,pacman,pac,man,4,0.38395125969128974
595,rocketman,rocket,man,4,0.38395125969128974
596,prioress,prior,ess,4,0.38395125969128974
597,editress,editr,ess,4,0.38395125969128974
598,selectwoman,select,woman,4,0.38395125969128974
599,trainman,train,man,4,0.38395125969128974
600,wild-man,wild-,man,4,0.38395125969128974
601,footman,foot,man,4,0.38395125969128974
602,committee-person,committee-,person,4,0.38395125969128974
603,godless,godl,ess,4,0.38395125969128974
604,mortarman,mortar,man,4,0.38395125969128974
605,able bodied seaman,able bodied sea,man,4,0.38395125969128974
606,change person,change ,person,4,0.38395125969128974
607,tribesman,tribes,man,4,0.38395125969128974
608,eggman,egg,man,4,0.38395125969128974
609,mer-person,mer-,person,4,0.38395125969128974
610,furniture salesperson,furniture sales,person,4,0.38395125969128974
611,wordpress,wordpr,ess,4,0.38395125969128974
612,bloggess,blogg,ess,4,0.38395125969128974
613,automobile salesman,automobile sales,man,4,0.38395125969128974
614,jewelry salesperson,jewelry sales,person,4,0.38395125969128974
615,cavalryman,cavalry,man,4,0.38395125969128974
616,hetman,het,man,4,0.38395125969128974
617,catperson,cat,person,4,0.38395125969128974
618,maintenance journeyman,maintenance journey,man,4,0.38395125969128974
619,guess,gu,ess,4,0.38395125969128974
620,spokes-person,spokes-,person,4,0.38395125969128974
621,countrywoman,country,woman,4,0.38395125969128974
622,chanteyman,chantey,man,4,0.38395125969128974
623,blueswoman,blues,woman,4,0.38395125969128974
624,groundman,ground,man,4,0.38395125969128974
625,mattress,mattr,ess,4,0.38395125969128974
626,sportman,sport,man,4,0.38395125969128974
627,locomotive fireman,locomotive fire,man,4,0.38395125969128974
628,manxman,manx,man,4,0.38395125969128974
629,medicine-man,medicine-,man,4,0.38395125969128974
630,tubman,tub,man,4,0.38395125969128974
631,partyman,party,man,4,0.38395125969128974
632,bar waitress,bar waitr,ess,4,0.38395125969128974
633,baketress,baketr,ess,4,0.38395125969128974
634,horse-woman,horse-,woman,4,0.38395125969128974
635,flyman,fly,man,4,0.38395125969128974
636,m1a1 tank crewman,m1a1 tank crew,man,4,0.38395125969128974
637,corkman,cork,man,4,0.38395125969128974
638,camera-woman,camera-,woman,4,0.38395125969128974
639,shoe salesperson,shoe sales,person,4,0.38395125969128974
640,ferryman,ferry,man,4,0.38395125969128974
641,crafts-woman,crafts-,woman,4,0.38395125969128974
642,wizardess,wizard,ess,4,0.38395125969128974
643,chantress,chantr,ess,4,0.38395125969128974
644,cuckoldress,cuckoldr,ess,4,0.38395125969128974
645,villainess,villain,ess,4,0.38395125969128974
646,yes-man,yes-,man,3,0.2879634447684673
647,wonder-woman,wonder-,woman,3,0.2879634447684673
648,cutterman,cutter,man,3,0.2879634447684673
649,yes-woman,yes-,woman,3,0.2879634447684673
650,contactperson,contact,person,3,0.2879634447684673
651,automan,auto,man,3,0.2879634447684673
652,water-person,water-,person,3,0.2879634447684673
653,photographess,photograph,ess,3,0.2879634447684673
654,saleman,sale,man,3,0.2879634447684673
655,techno-shaman,techno-sha,man,3,0.2879634447684673
656,hermitess,hermit,ess,3,0.2879634447684673
657,cellar person,cellar ,person,3,0.2879634447684673
658,reliablebusiness,reliablebusin,ess,3,0.2879634447684673
659,derrickman,derrick,man,3,0.2879634447684673
660,professional bondsman,professional bonds,man,3,0.2879634447684673
661,gottman,gott,man,3,0.2879634447684673
662,funny-man,funny-,man,3,0.2879634447684673
663,half-man,half-,man,3,0.2879634447684673
664,master-craftsman,master-crafts,man,3,0.2879634447684673
665,postmisstress,postmisstr,ess,3,0.2879634447684673
666,honorman,honor,man,3,0.2879634447684673
667,waitperson,wait,person,3,0.2879634447684673
668,polishman,polish,man,3,0.2879634447684673
669,ad-woman,ad-,woman,3,0.2879634447684673
670,pianoman,piano,man,3,0.2879634447684673
671,adulteress,adulter,ess,3,0.2879634447684673
672,spokeman,spoke,man,3,0.2879634447684673
673,connectress,connectr,ess,3,0.2879634447684673
674,matchman,match,man,3,0.2879634447684673
675,bayman,bay,man,3,0.2879634447684673
676,paperless,paperl,ess,3,0.2879634447684673
677,renderman,render,man,3,0.2879634447684673
678,commandress,commandr,ess,3,0.2879634447684673
679,hairman,hair,man,3,0.2879634447684673
680,nozzleman,nozzle,man,3,0.2879634447684673
681,taximan,taxi,man,3,0.2879634447684673
682,co-spokesman,co-spokes,man,3,0.2879634447684673
683,lady-person,lady-,person,3,0.2879634447684673
684,lay-person,lay-,person,3,0.2879634447684673
685,kinsman,kins,man,3,0.2879634447684673
686,sticksman,sticks,man,3,0.2879634447684673
687,schoolmistress,schoolmistr,ess,3,0.2879634447684673
688,grassman,grass,man,3,0.2879634447684673
689,sound-man,sound-,man,3,0.2879634447684673
690,committeman,committe,man,3,0.2879634447684673
691,mixtress,mixtr,ess,3,0.2879634447684673
692,ombudswoman,ombuds,woman,3,0.2879634447684673
693,tire man,tire ,man,3,0.2879634447684673
694,industrial seamstress,industrial seamstr,ess,3,0.2879634447684673
695,mountainman,mountain,man,3,0.2879634447684673
696,congress,congr,ess,3,0.2879634447684673
697,small-businessman,small-business,man,3,0.2879634447684673
698,auto body repairman,auto body repair,man,3,0.2879634447684673
699,crafstman,crafst,man,3,0.2879634447684673
700,idea-person,idea-,person,3,0.2879634447684673
701,jess,j,ess,3,0.2879634447684673
702,elderwoman,elder,woman,3,0.2879634447684673
703,.chairman,.chair,man,3,0.2879634447684673
704,awareness,awaren,ess,3,0.2879634447684673
705,reedman,reed,man,3,0.2879634447684673
706,fly-fisherwoman,fly-fisher,woman,3,0.2879634447684673
707,wizardress,wizardr,ess,3,0.2879634447684673
708,sandman,sand,man,3,0.2879634447684673
709,draughts-woman,draughts-,woman,3,0.2879634447684673
710,agri-businessman,agri-business,man,3,0.2879634447684673
711,phdchairman,phdchair,man,3,0.2879634447684673
712,turned-songstress,turned-songstr,ess,3,0.2879634447684673
713,blogmistress,blogmistr,ess,3,0.2879634447684673
714,wild-woman,wild-,woman,3,0.2879634447684673
715,songtress,songtr,ess,3,0.2879634447684673
716,tv repairman,tv repair,man,3,0.2879634447684673
717,micro-business,micro-busin,ess,3,0.2879634447684673
718,printing pressman,printing press,man,3,0.2879634447684673
719,watchwoman,watch,woman,3,0.2879634447684673
720,axman,ax,man,3,0.2879634447684673
721,clueless,cluel,ess,3,0.2879634447684673
722,grantsman,grants,man,3,0.2879634447684673
723,banquet waitress,banquet waitr,ess,3,0.2879634447684673
724,to-man,to-,man,3,0.2879634447684673
725,millionairess,millionair,ess,3,0.2879634447684673
726,archaeopress,archaeopr,ess,3,0.2879634447684673
727,relentless,relentl,ess,3,0.2879634447684673
728,non-human,non-hu,man,3,0.2879634447684673
729,custom seamstress,custom seamstr,ess,3,0.2879634447684673
730,lead-man,lead-,man,3,0.2879634447684673
731,slaughterman,slaughter,man,3,0.2879634447684673
732,madness,madn,ess,3,0.2879634447684673
733,dreamingperson,dreaming,person,3,0.2879634447684673
734,youngman,young,man,3,0.2879634447684673
735,handman,hand,man,3,0.2879634447684673
736,marchioness,marchion,ess,3,0.2879634447684673
737,saleperson,sale,person,3,0.2879634447684673
738,ex-waitress,ex-waitr,ess,3,0.2879634447684673
739,seidrwoman,seidr,woman,3,0.2879634447684673
740,staffman,staff,man,3,0.2879634447684673
741,route salesman,route sales,man,3,0.2879634447684673
742,ciswoman,cis,woman,3,0.2879634447684673
743,offset pressman,offset press,man,3,0.2879634447684673
744,klansman,klans,man,3,0.2879634447684673
745,catman,cat,man,3,0.2879634447684673
746,to-woman,to-,woman,3,0.2879634447684673
747,guidess,guid,ess,3,0.2879634447684673
748,telephone lineman,telephone line,man,3,0.2879634447684673
749,dayman,day,man,3,0.2879634447684673
750,muscleman,muscle,man,3,0.2879634447684673
751,quakeress,quaker,ess,3,0.2879634447684673
752,candyman,candy,man,3,0.2879634447684673
753,fishman,fish,man,3,0.2879634447684673
754,crazygerman,crazyger,man,3,0.2879634447684673
755,marquess,marqu,ess,3,0.2879634447684673
756,kiteman,kite,man,3,0.2879634447684673
757,bagman,bag,man,3,0.2879634447684673
758,yorkshirewoman,yorkshire,woman,3,0.2879634447684673
759,concoctress,concoctr,ess,3,0.2879634447684673
760,hardman,hard,man,3,0.2879634447684673
761,idea-man,idea-,man,3,0.2879634447684673
762,lightman,light,man,3,0.2879634447684673
763,boom man,boom ,man,3,0.2879634447684673
764,charman,char,man,3,0.2879634447684673
765,camera repairman,camera repair,man,3,0.2879634447684673
766,structural draftsman,structural drafts,man,3,0.2879634447684673
767,benefactress,benefactr,ess,3,0.2879634447684673
768,alabaman,alaba,man,3,0.2879634447684673
769,wilderness,wildern,ess,3,0.2879634447684673
770,craveman,crave,man,3,0.2879634447684673
771,spaceman,space,man,3,0.2879634447684673
772,buisness,buisn,ess,3,0.2879634447684673
773,super-human,super-hu,man,2,0.19197562984564487
774,emoteragoddess,emoteragodd,ess,2,0.19197562984564487
775,executivechairman,executivechair,man,2,0.19197562984564487
776,shaman-ess,shaman-,ess,2,0.19197562984564487
777,key-person,key-,person,2,0.19197562984564487
778,norseman,norse,man,2,0.19197562984564487
779,stunt-man,stunt-,man,2,0.19197562984564487
780,basewoman,base,woman,2,0.19197562984564487
781,sungoddess,sungodd,ess,2,0.19197562984564487
782,wheelsman,wheels,man,2,0.19197562984564487
783,tired-person,tired-,person,2,0.19197562984564487
784,weatherperson,weather,person,2,0.19197562984564487
785,flagperson,flag,person,2,0.19197562984564487
786,drapery seamstress,drapery seamstr,ess,2,0.19197562984564487
787,co-spokesperson,co-spokes,person,2,0.19197562984564487
788,leg man,leg ,man,2,0.19197562984564487
789,blogess,blog,ess,2,0.19197562984564487
790,mad-man,mad-,man,2,0.19197562984564487
791,throttleman,throttle,man,2,0.19197562984564487
792,housepress,housepr,ess,2,0.19197562984564487
793,wellwoman,well,woman,2,0.19197562984564487
794,drupalprincess,drupalprinc,ess,2,0.19197562984564487
795,company-man,company-,man,2,0.19197562984564487
796,dressman,dress,man,2,0.19197562984564487
797,buisnessman,buisness,man,2,0.19197562984564487
798,highwaywoman,highway,woman,2,0.19197562984564487
799,swagman,swag,man,2,0.19197562984564487
800,tireless,tirel,ess,2,0.19197562984564487
801,2014chairman,2014chair,man,2,0.19197562984564487
802,laundry-godess,laundry-god,ess,2,0.19197562984564487
803,westcountryman,westcountry,man,2,0.19197562984564487
804,pitman,pit,man,2,0.19197562984564487
805,laundryman,laundry,man,2,0.19197562984564487
806,hangman,hang,man,2,0.19197562984564487
807,thottleman,thottle,man,2,0.19197562984564487
808,foundry-man,foundry-,man,2,0.19197562984564487
809,bossman,boss,man,2,0.19197562984564487
810,videoman,video,man,2,0.19197562984564487
811,conman,con,man,2,0.19197562984564487
812,camera-person,camera-,person,2,0.19197562984564487
813,estess,est,ess,2,0.19197562984564487
814,soapstress,soapstr,ess,2,0.19197562984564487
815,strong-man,strong-,man,2,0.19197562984564487
816,letterpress,letterpr,ess,2,0.19197562984564487
817,clubwoman,club,woman,2,0.19197562984564487
818,mobilechairman,mobilechair,man,2,0.19197562984564487
819,bugman,bug,man,2,0.19197562984564487
820,rootman,root,man,2,0.19197562984564487
821,catfisherman,catfisher,man,2,0.19197562984564487
822,underwoodsman,underwoods,man,2,0.19197562984564487
823,gateman,gate,man,2,0.19197562984564487
824,dutchwoman,dutch,woman,2,0.19197562984564487
825,adultress,adultr,ess,2,0.19197562984564487
826,yardman,yard,man,2,0.19197562984564487
827,clayman,clay,man,2,0.19197562984564487
828,back-woman,back-,woman,2,0.19197562984564487
829,televisionless,televisionl,ess,2,0.19197562984564487
830,irman,ir,man,2,0.19197562984564487
831,cornishwoman,cornish,woman,2,0.19197562984564487
832,wonderman,wonder,man,2,0.19197562984564487
833,weightman,weight,man,2,0.19197562984564487
834,grounds person,grounds ,person,2,0.19197562984564487
835,family-woman,family-,woman,2,0.19197562984564487
836,working-woman,working-,woman,2,0.19197562984564487
837,newspaperwoman,newspaper,woman,2,0.19197562984564487
838,straight-man,straight-,man,2,0.19197562984564487
839,handy-person,handy-,person,2,0.19197562984564487
840,landscaping foreman,landscaping fore,man,2,0.19197562984564487
841,sonoman,sono,man,2,0.19197562984564487
842,sha-woman,sha-,woman,2,0.19197562984564487
843,driver salesman,driver sales,man,2,0.19197562984564487
844,wandress,wandr,ess,2,0.19197562984564487
845,craft-person,craft-,person,2,0.19197562984564487
846,slideman,slide,man,2,0.19197562984564487
847,ultraman,ultra,man,2,0.19197562984564487
848,zerowasteman,zerowaste,man,2,0.19197562984564487
849,republicancongressman,republicancongress,man,2,0.19197562984564487
850,tri-chairperson,tri-chair,person,2,0.19197562984564487
851,wordsman,words,man,2,0.19197562984564487
852,bagel-man,bagel-,man,2,0.19197562984564487
853,grillman,grill,man,2,0.19197562984564487
854,infantry assaultman,infantry assault,man,2,0.19197562984564487
855,lacoccachairman,lacoccachair,man,2,0.19197562984564487
856,guberchairman,guberchair,man,2,0.19197562984564487
857,goreschairman,goreschair,man,2,0.19197562984564487
858,ploughman,plough,man,2,0.19197562984564487
859,woodscraftsman,woodscrafts,man,2,0.19197562984564487
860,plumbing foreman,plumbing fore,man,2,0.19197562984564487
861,gentlman,gentl,man,2,0.19197562984564487
862,stuntperson,stunt,person,2,0.19197562984564487
863,mystery-man,mystery-,man,2,0.19197562984564487
864,shell fisherman,shell fisher,man,2,0.19197562984564487
865,wordstress,wordstr,ess,2,0.19197562984564487
866,slenderman,slender,man,2,0.19197562984564487
867,safety person,safety ,person,2,0.19197562984564487
868,aquaman,aqua,man,2,0.19197562984564487
869,helmswoman,helms,woman,2,0.19197562984564487
870,superwindowman,superwindow,man,2,0.19197562984564487
871,freeperson,free,person,2,0.19197562984564487
872,mostly-woman,mostly-,woman,2,0.19197562984564487
873,girl-woman,girl-,woman,2,0.19197562984564487
874,roadman,road,man,2,0.19197562984564487
875,money-man,money-,man,2,0.19197562984564487
876,shungluchairman,shungluchair,man,2,0.19197562984564487
877,rhythm-person,rhythm-,person,2,0.19197562984564487
878,adress,adr,ess,2,0.19197562984564487
879,daemonolatress,daemonolatr,ess,2,0.19197562984564487
880,lizardman,lizard,man,2,0.19197562984564487
881,guyofgoodness,guyofgoodn,ess,2,0.19197562984564487
882,yorkshire-woman,yorkshire-,woman,2,0.19197562984564487
883,welshwoman,welsh,woman,2,0.19197562984564487
884,leather-woman,leather-,woman,2,0.19197562984564487
885,djsaxman,djsax,man,2,0.19197562984564487
886,trawlerman,trawler,man,2,0.19197562984564487
887,instrumentman,instrument,man,2,0.19197562984564487
888,chinaman,china,man,2,0.19197562984564487
889,seemstress,seemstr,ess,2,0.19197562984564487
890,all-woman,all-,woman,2,0.19197562984564487
891,spider-man,spider-,man,2,0.19197562984564487
892,cod-man,cod-,man,2,0.19197562984564487
893,programchairman,programchair,man,2,0.19197562984564487
894,soulman,soul,man,2,0.19197562984564487
895,rescueman,rescue,man,2,0.19197562984564487
896,airline hostess,airline host,ess,2,0.19197562984564487
897,ulsterman,ulster,man,2,0.19197562984564487
898,chokerman,choker,man,2,0.19197562984564487
899,inman,in,man,2,0.19197562984564487
900,wolfman,wolf,man,2,0.19197562984564487
901,blues-man,blues-,man,2,0.19197562984564487
902,alterhuman,alterhu,man,2,0.19197562984564487
903,entrepreness,entrepren,ess,2,0.19197562984564487
904,mortar man,mortar ,man,2,0.19197562984564487
905,adwoman,ad,woman,2,0.19197562984564487
906,powerwoman,power,woman,2,0.19197562984564487
907,non-person,non-,person,2,0.19197562984564487
908,norman,nor,man,2,0.19197562984564487
909,family-person,family-,person,2,0.19197562984564487
910,strawman,straw,man,2,0.19197562984564487
911,obsess,obs,ess,2,0.19197562984564487
912,yorkshire-man,yorkshire-,man,2,0.19197562984564487
913,wolfwoman,wolf,woman,2,0.19197562984564487
914,rig-man,rig-,man,2,0.19197562984564487
915,bussniesman,bussnies,man,2,0.19197562984564487
916,kundiman,kundi,man,2,0.19197562984564487
917,arrowman,arrow,man,2,0.19197562984564487
918,avataress,avatar,ess,2,0.19197562984564487
919,shy-person,shy-,person,2,0.19197562984564487
920,birkman,birk,man,2,0.19197562984564487
921,showperson,show,person,2,0.19197562984564487
922,livestock showman,livestock show,man,2,0.19197562984564487
923,monstress,monstr,ess,2,0.19197562984564487
924,humaness,human,ess,2,0.19197562984564487
925,drumshaman,drumsha,man,2,0.19197562984564487
926,tress,tr,ess,2,0.19197562984564487
927,propman,prop,man,2,0.19197562984564487
928,townperson,town,person,2,0.19197562984564487
929,gas journeyman,gas journey,man,2,0.19197562984564487
930,videospokesman,videospokes,man,2,0.19197562984564487
931,progress,progr,ess,2,0.19197562984564487
932,flowerman,flower,man,2,0.19197562984564487
933,water-woman,water-,woman,2,0.19197562984564487
934,property man,property ,man,2,0.19197562984564487
935,wilderness-woman,wilderness-,woman,2,0.19197562984564487
936,middle-person,middle-,person,2,0.19197562984564487
937,drayman,dray,man,2,0.19197562984564487
938,bondswoman,bonds,woman,2,0.19197562984564487
939,beckman,beck,man,2,0.19197562984564487
940,advertwoman,advert,woman,2,0.19197562984564487
941,spiritess,spirit,ess,2,0.19197562984564487
942,geekman,geek,man,2,0.19197562984564487
943,trivia-man,trivia-,man,2,0.19197562984564487
944,human-person,human-,person,2,0.19197562984564487
945,scatman,scat,man,2,0.19197562984564487
946,sales-man,sales-,man,2,0.19197562984564487
947,raman,ra,man,2,0.19197562984564487
948,g-man,g-,man,2,0.19197562984564487
949,caress,car,ess,2,0.19197562984564487
950,dish person,dish ,person,2,0.19197562984564487
951,survivorman,survivor,man,2,0.19197562984564487
952,shoreman,shore,man,2,0.19197562984564487
953,embroideress,embroider,ess,2,0.19197562984564487
954,grounds-person,grounds-,person,2,0.19197562984564487
955,stateman,state,man,2,0.19197562984564487
956,herdsperson,herds,person,2,0.19197562984564487
957,soup person,soup ,person,2,0.19197562984564487
958,d-man,d-,man,2,0.19197562984564487
959,cameraless,cameral,ess,2,0.19197562984564487
960,instrument person,instrument ,person,2,0.19197562984564487
961,stunt-woman,stunt-,woman,2,0.19197562984564487
962,godness,godn,ess,2,0.19197562984564487
963,trash man,trash ,man,2,0.19197562984564487
964,club waitress,club waitr,ess,2,0.19197562984564487
965,handicraft-man,handicraft-,man,2,0.19197562984564487
966,laundrywoman,laundry,woman,2,0.19197562984564487
967,canvasman,canvas,man,2,0.19197562984564487
968,sushiman,sushi,man,2,0.19197562984564487
969,penwoman,pen,woman,2,0.19197562984564487
970,cowman,cow,man,2,0.19197562984564487
971,powerlineman,powerline,man,2,0.19197562984564487
972,manly-man,manly-,man,2,0.19197562984564487
973,peeress,peer,ess,2,0.19197562984564487
974,blackman,black,man,2,0.19197562984564487
975,co-abbess,co-abb,ess,2,0.19197562984564487
976,contact-person,contact-,person,2,0.19197562984564487
977,serverless,serverl,ess,2,0.19197562984564487
978,handyperson,handy,person,2,0.19197562984564487
979,washerwoman,washer,woman,2,0.19197562984564487
980,cocksman,cocks,man,2,0.19197562984564487
981,bridesman,brides,man,2,0.19197562984564487
982,pig-man,pig-,man,2,0.19197562984564487
983,chieftess,chieft,ess,2,0.19197562984564487
984,co-mistress,co-mistr,ess,2,0.19197562984564487
985,buisinessman,buisiness,man,2,0.19197562984564487
986,steerswoman,steers,woman,2,0.19197562984564487
987,empoweress,empower,ess,2,0.19197562984564487
988,selectress,selectr,ess,2,0.19197562984564487
989,classman,class,man,2,0.19197562984564487
990,groomswoman,grooms,woman,2,0.19197562984564487
991,churchwoman,church,woman,2,0.19197562984564487
992,brewmistress,brewmistr,ess,2,0.19197562984564487
993,non-german,non-ger,man,2,0.19197562984564487
994,.frontman,.front,man,2,0.19197562984564487
995,warehouse person,warehouse ,person,2,0.19197562984564487
996,beggerman,begger,man,2,0.19197562984564487
997,mediocreman,mediocre,man,2,0.19197562984564487
998,he-man,he-,man,2,0.19197562984564487
999,kid-person,kid-,person,2,0.19197562984564487
1000,address,addr,ess,2,0.19197562984564487
1001,comedy-actress,comedy-actr,ess,2,0.19197562984564487
1002,boardsman,boards,man,2,0.19197562984564487
1003,planerman,planer,man,2,0.19197562984564487
1004,first-baseman,first-base,man,2,0.19197562984564487
1005,drafts-person,drafts-,person,2,0.19197562984564487
1006,co-heiress,co-heir,ess,2,0.19197562984564487
1007,negress,negr,ess,2,0.19197562984564487
1008,instrument man,instrument ,man,2,0.19197562984564487
1009,wildwoman,wild,woman,2,0.19197562984564487
1010,flight hostess,flight host,ess,2,0.19197562984564487
1011,aardman,aard,man,2,0.19197562984564487
1012,quiz-mistress,quiz-mistr,ess,2,0.19197562984564487
1013,aidman,aid,man,2,0.19197562984564487
1014,loveliness,lovelin,ess,2,0.19197562984564487
1015,rugbyman,rugby,man,2,0.19197562984564487
1016,chair-man,chair-,man,2,0.19197562984564487
1017,prowess,prow,ess,2,0.19197562984564487
1018,talisman,talis,man,2,0.19197562984564487
1019,selectperson,select,person,2,0.19197562984564487
1020,sculpturess,sculptur,ess,2,0.19197562984564487
1021,call person,call ,person,2,0.19197562984564487
1022,web-hostess,web-host,ess,2,0.19197562984564487
1023,busman,bus,man,2,0.19197562984564487
1024,hotmessexpress,hotmessexpr,ess,2,0.19197562984564487
1025,loveless,lovel,ess,2,0.19197562984564487
1026,turned-actress,turned-actr,ess,2,0.19197562984564487
1027,serial-business,serial-busin,ess,2,0.19197562984564487
1028,former-chairman,former-chair,man,2,0.19197562984564487
1029,woodman,wood,man,2,0.19197562984564487
1030,wordmistress,wordmistr,ess,2,0.19197562984564487
1031,staff-person,staff-,person,2,0.19197562984564487
1032,workingwoman,working,woman,2,0.19197562984564487
1033,carman,car,man,2,0.19197562984564487
1034,soundperson,sound,person,2,0.19197562984564487
1035,anchoress,anchor,ess,2,0.19197562984564487
1036,body-man,body-,man,2,0.19197562984564487
1037,amishman,amish,man,2,0.19197562984564487
1038,hvac journeyman,hvac journey,man,2,0.19197562984564487
1039,ladies-man,ladies-,man,2,0.19197562984564487
1040,taskmistress,taskmistr,ess,2,0.19197562984564487
1041,cis-man,cis-,man,2,0.19197562984564487
1042,dice person,dice ,person,2,0.19197562984564487
1043,inside wireman,inside wire,man,2,0.19197562984564487
1044,committee-man,committee-,man,2,0.19197562984564487
1045,jerseyman,jersey,man,2,0.19197562984564487
1046,coolman,cool,man,2,0.19197562984564487
1047,towman,tow,man,2,0.19197562984564487
1048,life insurance salesperson,life insurance sales,person,2,0.19197562984564487
1049,backwoodsman,backwoods,man,2,0.19197562984564487
1050,equipmentman,equipment,man,2,0.19197562984564487
1051,bodyfitness,bodyfitn,ess,2,0.19197562984564487
1052,draughts-person,draughts-,person,2,0.19197562984564487
1053,showwoman,show,woman,1,0.09598781492282243
1054,regress,regr,ess,1,0.09598781492282243
1055,ideawoman,idea,woman,1,0.09598781492282243
1056,pianoless,pianol,ess,1,0.09598781492282243
1057,steam locomotive fireman,steam locomotive fire,man,1,0.09598781492282243
1058,design-person,design-,person,1,0.09598781492282243
1059,spoonman,spoon,man,1,0.09598781492282243
1060,promopress,promopr,ess,1,0.09598781492282243
1061,history-german,history-ger,man,1,0.09598781492282243
1062,storyman,story,man,1,0.09598781492282243
1063,loftsman,lofts,man,1,0.09598781492282243
1064,asperwoman,asper,woman,1,0.09598781492282243
1065,mystress,mystr,ess,1,0.09598781492282243
1066,buckerman,bucker,man,1,0.09598781492282243
1067,cairwoman,cair,woman,1,0.09598781492282243
1068,cakeman,cake,man,1,0.09598781492282243
1069,moderncaveman,moderncave,man,1,0.09598781492282243
1070,.gentlewoman,.gentle,woman,1,0.09598781492282243
1071,hoffmannchairman,hoffmannchair,man,1,0.09598781492282243
1072,etterman,etter,man,1,0.09598781492282243
1073,presentress,presentr,ess,1,0.09598781492282243
1074,gun-person,gun-,person,1,0.09598781492282243
1075,child-man,child-,man,1,0.09598781492282243
1076,stroreman,strore,man,1,0.09598781492282243
1077,printman,print,man,1,0.09598781492282243
1078,mediatress,mediatr,ess,1,0.09598781492282243
1079,leadactress,leadactr,ess,1,0.09598781492282243
1080,legalman,legal,man,1,0.09598781492282243
1081,it-person,it-,person,1,0.09598781492282243
1082,campress,campr,ess,1,0.09598781492282243
1083,fanman,fan,man,1,0.09598781492282243
1084,travelogueress,traveloguer,ess,1,0.09598781492282243
1085,multibusinessman,multibusiness,man,1,0.09598781492282243
1086,point-man,point-,man,1,0.09598781492282243
1087,stageman,stage,man,1,0.09598781492282243
1088,singing-waitress,singing-waitr,ess,1,0.09598781492282243
1089,ordnancman,ordnanc,man,1,0.09598781492282243
1090,construction person,construction ,person,1,0.09598781492282243
1091,recordsman,records,man,1,0.09598781492282243
1092,copyperson,copy,person,1,0.09598781492282243
1093,novelty-sideman,novelty-side,man,1,0.09598781492282243
1094,ex-policeman,ex-police,man,1,0.09598781492282243
1095,game-mistress,game-mistr,ess,1,0.09598781492282243
1096,kept-woman,kept-,woman,1,0.09598781492282243
1097,ax-man,ax-,man,1,0.09598781492282243
1098,wardaman,warda,man,1,0.09598781492282243
1099,canoesman,canoes,man,1,0.09598781492282243
1100,passionate-wellness,passionate-welln,ess,1,0.09598781492282243
1101,satyress,satyr,ess,1,0.09598781492282243
1102,memestress,memestr,ess,1,0.09598781492282243
1103,light-man,light-,man,1,0.09598781492282243
1104,stock-man,stock-,man,1,0.09598781492282243
1105,americanactress,americanactr,ess,1,0.09598781492282243
1106,angel-person,angel-,person,1,0.09598781492282243
1107,warehouseperson,warehouse,person,1,0.09598781492282243
1108,artress,artr,ess,1,0.09598781492282243
1109,details-person,details-,person,1,0.09598781492282243
1110,fartess,fart,ess,1,0.09598781492282243
1111,journetman,journet,man,1,0.09598781492282243
1112,converyorman,converyor,man,1,0.09598781492282243
1113,bridleless,bridlel,ess,1,0.09598781492282243
1114,weoman,weo,man,1,0.09598781492282243
1115,restoration-man,restoration-,man,1,0.09598781492282243
1116,yachtperson,yacht,person,1,0.09598781492282243
1117,wireless,wirel,ess,1,0.09598781492282243
1118,numbers-person,numbers-,person,1,0.09598781492282243
1119,schoolman,school,man,1,0.09598781492282243
1120,meta-human,meta-hu,man,1,0.09598781492282243
1121,floor person,floor ,person,1,0.09598781492282243
1122,manwoman,man,woman,1,0.09598781492282243
1123,chatwoman,chat,woman,1,0.09598781492282243
1124,reedwoman,reed,woman,1,0.09598781492282243
1125,holiness,holin,ess,1,0.09598781492282243
1126,spoke-person,spoke-,person,1,0.09598781492282243
1127,poultryman,poultry,man,1,0.09598781492282243
1128,ex-doorman,ex-door,man,1,0.09598781492282243
1129,proprietess,propriet,ess,1,0.09598781492282243
1130,cryptoman,crypto,man,1,0.09598781492282243
1131,crab-man,crab-,man,1,0.09598781492282243
1132,consultantless,consultantl,ess,1,0.09598781492282243
1133,norsewoman,norse,woman,1,0.09598781492282243
1134,sell-person,sell-,person,1,0.09598781492282243
1135,alphaman,alpha,man,1,0.09598781492282243
1136,eldress,eldr,ess,1,0.09598781492282243
1137,cableman,cable,man,1,0.09598781492282243
1138,trillionairess,trillionair,ess,1,0.09598781492282243
1139,radio-man,radio-,man,1,0.09598781492282243
1140,nice-person,nice-,person,1,0.09598781492282243
1141,doberman,dober,man,1,0.09598781492282243
1142,woodsy-woman,woodsy-,woman,1,0.09598781492282243
1143,intrepidwoman,intrepid,woman,1,0.09598781492282243
1144,bree-woman,bree-,woman,1,0.09598781492282243
1145,brandstress,brandstr,ess,1,0.09598781492282243
1146,streamstress,streamstr,ess,1,0.09598781492282243
