index,word,stem,suffix,frequency,frequency_in_a_million
1685,detailman,detail,man,1,0.09598781492282243
1686,dromoman,dromo,man,1,0.09598781492282243
1687,superwonderwoman,superwonder,woman,1,0.09598781492282243
1688,electro-repairman,electro-repair,man,1,0.09598781492282243
1689,foodman,food,man,1,0.09598781492282243
1690,bowdenbusinesswoman,bowdenbusiness,woman,1,0.09598781492282243
1691,mundybusinesswoman,mundybusiness,woman,1,0.09598781492282243
1692,schman,sch,man,1,0.09598781492282243
1693,sonless,sonl,ess,1,0.09598781492282243
1694,zuckerman,zucker,man,1,0.09598781492282243
1695,step-person,step-,person,1,0.09598781492282243
1696,ywoman,y,woman,1,0.09598781492282243
1697,drinksman,drinks,man,1,0.09598781492282243
1698,netman,net,man,1,0.09598781492282243
1699,hempress,hempr,ess,1,0.09598781492282243
1700,shopman,shop,man,1,0.09598781492282243
1701,adventure-sportsman,adventure-sports,man,1,0.09598781492282243
1702,boardman,board,man,1,0.09598781492282243
1703,degress,degr,ess,1,0.09598781492282243
1704,self-business,self-busin,ess,1,0.09598781492282243
1705,colourwoman,colour,woman,1,0.09598781492282243
1706,bootywoman,booty,woman,1,0.09598781492282243
1707,jobless,jobl,ess,1,0.09598781492282243
1708,math-person,math-,person,1,0.09598781492282243
1709,blingstress,blingstr,ess,1,0.09598781492282243
1710,draftperson,draft,person,1,0.09598781492282243
1711,clerkess,clerk,ess,1,0.09598781492282243
1712,ranch-man,ranch-,man,1,0.09598781492282243
1713,teen-actress,teen-actr,ess,1,0.09598781492282243
1714,microbusiness,microbusin,ess,1,0.09598781492282243
1715,oarswoman,oars,woman,1,0.09598781492282243
1716,managerfitness,managerfitn,ess,1,0.09598781492282243
1717,idea-woman,idea-,woman,1,0.09598781492282243
1718,consciousperson,conscious,person,1,0.09598781492282243
1719,viscountess,viscount,ess,1,0.09598781492282243
1720,non-sportswoman,non-sports,woman,1,0.09598781492282243
1721,sheet metal journeyman,sheet metal journey,man,1,0.09598781492282243
1722,free-man,free-,man,1,0.09598781492282243
1723,acuman,acu,man,1,0.09598781492282243
1724,tv-hostess,tv-host,ess,1,0.09598781492282243
1725,bench-press,bench-pr,ess,1,0.09598781492282243
1726,wordswoman,words,woman,1,0.09598781492282243
1727,mxtress,mxtr,ess,1,0.09598781492282243
1728,societychairman,societychair,man,1,0.09598781492282243
1729,hacktress,hacktr,ess,1,0.09598781492282243
1730,associateless,associatel,ess,1,0.09598781492282243
1731,hotmess,hotm,ess,1,0.09598781492282243
1732,sitemistress,sitemistr,ess,1,0.09598781492282243
1733,vagabondess,vagabond,ess,1,0.09598781492282243
1734,lchairman,lchair,man,1,0.09598781492282243
1735,railroad fireman,railroad fire,man,1,0.09598781492282243
1736,space-man,space-,man,1,0.09598781492282243
1737,freshwoman,fresh,woman,1,0.09598781492282243
1738,busniess,busni,ess,1,0.09598781492282243
1739,draftwoman,draft,woman,1,0.09598781492282243
1740,galahuman,galahu,man,1,0.09598781492282243
1741,hat-salesman,hat-sales,man,1,0.09598781492282243
1742,prosetress,prosetr,ess,1,0.09598781492282243
1743,callman,call,man,1,0.09598781492282243
1744,railway-man,railway-,man,1,0.09598781492282243
1745,nerdess,nerd,ess,1,0.09598781492282243
1746,squirrelman,squirrel,man,1,0.09598781492282243
1747,jazz-man,jazz-,man,1,0.09598781492282243
1748,sales&marketingperson,sales&marketing,person,1,0.09598781492282243
1749,reckless,reckl,ess,1,0.09598781492282243
1750,triple-goddess,triple-godd,ess,1,0.09598781492282243
1751,torontoplantman,torontoplant,man,1,0.09598781492282243
1752,cake-man,cake-,man,1,0.09598781492282243
1753,torpedo man,torpedo ,man,1,0.09598781492282243
1754,englishperson,english,person,1,0.09598781492282243
1755,impress,impr,ess,1,0.09598781492282243
1756,snake-woman,snake-,woman,1,0.09598781492282243
1757,pizzaman,pizza,man,1,0.09598781492282243
1758,ragman,rag,man,1,0.09598781492282243
1759,states-man,states-,man,1,0.09598781492282243
1760,experiencedbusinessman,experiencedbusiness,man,1,0.09598781492282243
1761,sydneychairman,sydneychair,man,1,0.09598781492282243
1762,cybergoddess,cybergodd,ess,1,0.09598781492282243
1763,kandyman,kandy,man,1,0.09598781492282243
1764,speachless,speachl,ess,1,0.09598781492282243
1765,secondman,second,man,1,0.09598781492282243
1766,kopperwoman,kopper,woman,1,0.09598781492282243
1767,lightingman,lighting,man,1,0.09598781492282243
1768,dead-man,dead-,man,1,0.09598781492282243
1769,prawn-fisherman,prawn-fisher,man,1,0.09598781492282243
1770,fenman,fen,man,1,0.09598781492282243
1771,professional&zakenman,professional&zaken,man,1,0.09598781492282243
1772,night-watchwoman,night-watch,woman,1,0.09598781492282243
1773,theodsman,theods,man,1,0.09598781492282243
1774,officeless,officel,ess,1,0.09598781492282243
1775,transport-man,transport-,man,1,0.09598781492282243
1776,helpman,help,man,1,0.09598781492282243
1777,soul-tress,soul-tr,ess,1,0.09598781492282243
1778,high-priestess,high-priest,ess,1,0.09598781492282243
1779,fishingwoman,fishing,woman,1,0.09598781492282243
1780,radar-man,radar-,man,1,0.09598781492282243
1781,humanperson,human,person,1,0.09598781492282243
1782,liftman,lift,man,1,0.09598781492282243
1783,odd-woman,odd-,woman,1,0.09598781492282243
1784,earwitness,earwitn,ess,1,0.09598781492282243
1785,frackman,frack,man,1,0.09598781492282243
1786,wee-man,wee-,man,1,0.09598781492282243
1787,firstbaseman,firstbase,man,1,0.09598781492282243
1788,spelman,spel,man,1,0.09598781492282243
1789,ex-stockman,ex-stock,man,1,0.09598781492282243
1790,sax-man,sax-,man,1,0.09598781492282243
1791,survivalman,survival,man,1,0.09598781492282243
1792,popess,pop,ess,1,0.09598781492282243
1793,sinnerman,sinner,man,1,0.09598781492282243
1794,createress,creater,ess,1,0.09598781492282243
1795,conressman,conress,man,1,0.09598781492282243
1796,chickenman,chicken,man,1,0.09598781492282243
1797,boatsman,boats,man,1,0.09598781492282243
1798,boxman,box,man,1,0.09598781492282243
1799,cakestress,cakestr,ess,1,0.09598781492282243
1800,ffreshman,ffresh,man,1,0.09598781492282243
1801,special warfare combatant crewman,special warfare combatant crew,man,1,0.09598781492282243
1802,hammerman,hammer,man,1,0.09598781492282243
1803,firewoman,fire,woman,1,0.09598781492282243
1804,englesman,engles,man,1,0.09598781492282243
1805,supergoddess,supergodd,ess,1,0.09598781492282243
1806,meiderosactress,meiderosactr,ess,1,0.09598781492282243
1807,nicknameless,nicknamel,ess,1,0.09598781492282243
1808,speechless,speechl,ess,1,0.09598781492282243
1809,salarywoman,salary,woman,1,0.09598781492282243
1810,middle-woman,middle-,woman,1,0.09598781492282243
1811,waffleman,waffle,man,1,0.09598781492282243
1812,eye-witness,eye-witn,ess,1,0.09598781492282243
1813,ombdusman,ombdus,man,1,0.09598781492282243
1814,magical-priestess,magical-priest,ess,1,0.09598781492282243
1815,janitress,janitr,ess,1,0.09598781492282243
1816,turned-gentleman,turned-gentle,man,1,0.09598781492282243
1817,residential craftsman,residential crafts,man,1,0.09598781492282243
1818,drive man,drive ,man,1,0.09598781492282243
1819,ferrywoman,ferry,woman,1,0.09598781492282243
1820,nurseryperson,nursery,person,1,0.09598781492282243
1821,airwoman,air,woman,1,0.09598781492282243
1822,salary-man,salary-,man,1,0.09598781492282243
1823,tillerman,tiller,man,1,0.09598781492282243
1824,tunestress,tunestr,ess,1,0.09598781492282243
1825,grown-man,grown-,man,1,0.09598781492282243
1826,dfreeman,dfree,man,1,0.09598781492282243
1827,stockwoman,stock,woman,1,0.09598781492282243
1828,pop-goddess,pop-godd,ess,1,0.09598781492282243
1829,sauntress,sauntr,ess,1,0.09598781492282243
1830,mistess,mist,ess,1,0.09598781492282243
1831,cave-woman,cave-,woman,1,0.09598781492282243
1832,abussaudhuman,abussaudhu,man,1,0.09598781492282243
1833,writerman,writer,man,1,0.09598781492282243
1834,outdoorman,outdoor,man,1,0.09598781492282243
1835,freshperson,fresh,person,1,0.09598781492282243
1836,corpman,corp,man,1,0.09598781492282243
1837,writeress,writer,ess,1,0.09598781492282243
1838,wareman,ware,man,1,0.09598781492282243
1839,dog-human,dog-hu,man,1,0.09598781492282243
1840,webgoddess,webgodd,ess,1,0.09598781492282243
1841,bussinessman,bussiness,man,1,0.09598781492282243
1842,motion-man,motion-,man,1,0.09598781492282243
1843,wittiness,wittin,ess,1,0.09598781492282243
1844,impact-person,impact-,person,1,0.09598781492282243
1845,pensman,pens,man,1,0.09598781492282243
1846,wonderwriterwoman,wonderwriter,woman,1,0.09598781492282243
1847,javaman,java,man,1,0.09598781492282243
1848,atwoman,at,woman,1,0.09598781492282243
1849,demoman,demo,man,1,0.09598781492282243
1850,gis-person,gis-,person,1,0.09598781492282243
1851,businesssman,businesss,man,1,0.09598781492282243
1852,hype-person,hype-,person,1,0.09598781492282243
1853,hand-craftsman,hand-crafts,man,1,0.09598781492282243
1854,leathercraftsman,leathercrafts,man,1,0.09598781492282243
1855,roadforeman,roadfore,man,1,0.09598781492282243
1856,sertoman,serto,man,1,0.09598781492282243
1857,movieman,movie,man,1,0.09598781492282243
1858,surfman,surf,man,1,0.09598781492282243
1859,repoman,repo,man,1,0.09598781492282243
1860,imusicman,imusic,man,1,0.09598781492282243
1861,henchperson,hench,person,1,0.09598781492282243
1862,agribusinessman,agribusiness,man,1,0.09598781492282243
1863,torpedoman,torpedo,man,1,0.09598781492282243
1864,runningman,running,man,1,0.09598781492282243
1865,funny-person,funny-,person,1,0.09598781492282243
1866,ghannamchairman,ghannamchair,man,1,0.09598781492282243
1867,iuman,iu,man,1,0.09598781492282243
1868,fighterman,fighter,man,1,0.09598781492282243
1869,disney-princess,disney-princ,ess,1,0.09598781492282243
1870,homlessman,homless,man,1,0.09598781492282243
1871,lovely-man,lovely-,man,1,0.09598781492282243
1872,hoopstress,hoopstr,ess,1,0.09598781492282243
1873,fresman,fres,man,1,0.09598781492282243
1874,henchwoman,hench,woman,1,0.09598781492282243
1875,opinionatedwoman,opinionated,woman,1,0.09598781492282243
1876,propertyman,property,man,1,0.09598781492282243
1877,fiddleman,fiddle,man,1,0.09598781492282243
1878,mastress,mastr,ess,1,0.09598781492282243
1879,transitman,transit,man,1,0.09598781492282243
1880,cellerman,celler,man,1,0.09598781492282243
1881,thechairman,thechair,man,1,0.09598781492282243
1882,typeperson,type,person,1,0.09598781492282243
1883,.salesman,.sales,man,1,0.09598781492282243
1884,earthman,earth,man,1,0.09598781492282243
1885,amerman,amer,man,1,0.09598781492282243
1886,med-man,med-,man,1,0.09598781492282243
1887,&chairman,&chair,man,1,0.09598781492282243
1888,hench-woman,hench-,woman,1,0.09598781492282243
1889,dragoness,dragon,ess,1,0.09598781492282243
1890,turned-salesperson,turned-sales,person,1,0.09598781492282243
1891,now-person,now-,person,1,0.09598781492282243
1892,mediawoman,media,woman,1,0.09598781492282243
1893,goat-herdess,goat-herd,ess,1,0.09598781492282243
1894,roughman,rough,man,1,0.09598781492282243
1895,rectress,rectr,ess,1,0.09598781492282243
1896,titaness,titan,ess,1,0.09598781492282243
1897,ancestress,ancestr,ess,1,0.09598781492282243
1898,bulletman,bullet,man,1,0.09598781492282243
1899,reedsman,reeds,man,1,0.09598781492282243
1900,harness,harn,ess,1,0.09598781492282243
1901,on-man,on-,man,1,0.09598781492282243
1902,firecontrollman,firecontroll,man,1,0.09598781492282243
1903,greensperson,greens,person,1,0.09598781492282243
1904,service-woman,service-,woman,1,0.09598781492282243
1905,tech-man,tech-,man,1,0.09598781492282243
1906,welchman,welch,man,1,0.09598781492282243
1907,herdess,herd,ess,1,0.09598781492282243
1908,chairchairman,chairchair,man,1,0.09598781492282243
1909,cat-person,cat-,person,1,0.09598781492282243
1910,votress,votr,ess,1,0.09598781492282243
1911,product craftsman,product crafts,man,1,0.09598781492282243
1912,ferman,fer,man,1,0.09598781492282243
1913,fineman,fine,man,1,0.09598781492282243
1914,ex-business,ex-busin,ess,1,0.09598781492282243
1915,raggaeman,raggae,man,1,0.09598781492282243
1916,winchman,winch,man,1,0.09598781492282243
1917,landless,landl,ess,1,0.09598781492282243
1918,washerman,washer,man,1,0.09598781492282243
1919,tenderman,tender,man,1,0.09598781492282243
1920,cronewoman,crone,woman,1,0.09598781492282243
1921,multiwoman,multi,woman,1,0.09598781492282243
1922,102chairman,102chair,man,1,0.09598781492282243
1923,co-chairchairman,co-chairchair,man,1,0.09598781492282243
1924,cinecameraman,cinecamera,man,1,0.09598781492282243
1925,rogerschairman,rogerschair,man,1,0.09598781492282243
1926,cow-man,cow-,man,1,0.09598781492282243
1927,chiefess,chief,ess,1,0.09598781492282243
1928,skywaitress,skywaitr,ess,1,0.09598781492282243
1929,child-woman,child-,woman,1,0.09598781492282243
1930,morman,mor,man,1,0.09598781492282243
1931,shore man,shore ,man,1,0.09598781492282243
1932,hermitress,hermitr,ess,1,0.09598781492282243
1933,plant-person,plant-,person,1,0.09598781492282243
1934,discountess,discount,ess,1,0.09598781492282243
1935,coleman,cole,man,1,0.09598781492282243
1936,dauntless,dauntl,ess,1,0.09598781492282243
1937,makowerchairman,makowerchair,man,1,0.09598781492282243
1938,devilman,devil,man,1,0.09598781492282243
1939,assultman,assult,man,1,0.09598781492282243
1940,shutterman,shutter,man,1,0.09598781492282243
1941,third-baseman,third-base,man,1,0.09598781492282243
1942,hoffman,hoff,man,1,0.09598781492282243
1943,loverless,loverl,ess,1,0.09598781492282243
1944,head-man,head-,man,1,0.09598781492282243
1945,repair-person,repair-,person,1,0.09598781492282243
1946,jellywoman,jelly,woman,1,0.09598781492282243
1947,sandwichman,sandwich,man,1,0.09598781492282243
1948,solo-woman,solo-,woman,1,0.09598781492282243
1949,busineman,busine,man,1,0.09598781492282243
1950,barwaitress,barwaitr,ess,1,0.09598781492282243
1951,demonness,demonn,ess,1,0.09598781492282243
1952,e-business,e-busin,ess,1,0.09598781492282243
1953,mothman,moth,man,1,0.09598781492282243
1954,trailman,trail,man,1,0.09598781492282243
1955,bay-man,bay-,man,1,0.09598781492282243
1956,strongestman,strongest,man,1,0.09598781492282243
1957,sexpriestess,sexpriest,ess,1,0.09598781492282243
1958,autorifleman,autorifle,man,1,0.09598781492282243
1959,full-profess,full-prof,ess,1,0.09598781492282243
1960,profess,prof,ess,1,0.09598781492282243
1961,fiedleractress,fiedleractr,ess,1,0.09598781492282243
1962,townswoman,towns,woman,1,0.09598781492282243
1963,writerperson,writer,person,1,0.09598781492282243
1964,push-handsman,push-hands,man,1,0.09598781492282243
1965,handsman,hands,man,1,0.09598781492282243
1966,kennelman,kennel,man,1,0.09598781492282243
1967,letter-woman,letter-,woman,1,0.09598781492282243
1968,brain-woman,brain-,woman,1,0.09598781492282243
1969,shellfisherman,shellfisher,man,1,0.09598781492282243
1970,säkjaktman,säkjakt,man,1,0.09598781492282243
1971,laundry person,laundry ,person,1,0.09598781492282243
1972,coal-man,coal-,man,1,0.09598781492282243
1973,developerfreelancerwordpress,developerfreelancerwordpr,ess,1,0.09598781492282243
1974,fitwoman,fit,woman,1,0.09598781492282243
1975,swoman,s,woman,1,0.09598781492282243
1976,wakeman,wake,man,1,0.09598781492282243
1977,indoors-man,indoors-,man,1,0.09598781492282243
1978,maths-person,maths-,person,1,0.09598781492282243
1979,riestess,riest,ess,1,0.09598781492282243
1980,upsportsman,upsports,man,1,0.09598781492282243
1981,anti-salesman,anti-sales,man,1,0.09598781492282243
1982,bellyman,belly,man,1,0.09598781492282243
1983,boilerman,boiler,man,1,0.09598781492282243
1984,slackmistress,slackmistr,ess,1,0.09598781492282243
1985,teacherman,teacher,man,1,0.09598781492282243
1986,scanning-person,scanning-,person,1,0.09598781492282243
1987,sport-fisherman,sport-fisher,man,1,0.09598781492282243
1988,fess,f,ess,1,0.09598781492282243
1989,fluteman,flute,man,1,0.09598781492282243
1990,wowman,wow,man,1,0.09598781492282243
1991,matress,matr,ess,1,0.09598781492282243
1992,waiteress,waiter,ess,1,0.09598781492282243
1993,nagsman,nags,man,1,0.09598781492282243
1994,ambasadress,ambasadr,ess,1,0.09598781492282243
1995,white-woman,white-,woman,1,0.09598781492282243
1996,cyber-person,cyber-,person,1,0.09598781492282243
1997,anti-person,anti-,person,1,0.09598781492282243
1998,leopardman,leopard,man,1,0.09598781492282243
1999,pastelman,pastel,man,1,0.09598781492282243
2000,saturdaypostman,saturdaypost,man,1,0.09598781492282243
2001,donkeyman,donkey,man,1,0.09598781492282243
2002,made-woman,made-,woman,1,0.09598781492282243
2003,chairhuman,chairhu,man,1,0.09598781492282243
2004,themestress,themestr,ess,1,0.09598781492282243
2005,assistant-salesman,assistant-sales,man,1,0.09598781492282243
2006,reinventress,reinventr,ess,1,0.09598781492282243
2007,boyman,boy,man,1,0.09598781492282243
2008,feeman,fee,man,1,0.09598781492282243
2009,actrress,actrr,ess,1,0.09598781492282243
2010,promotress,promotr,ess,1,0.09598781492282243
2011,portman,port,man,1,0.09598781492282243
2012,happy-person,happy-,person,1,0.09598781492282243
2013,fiserman,fiser,man,1,0.09598781492282243
2014,synthtress,synthtr,ess,1,0.09598781492282243
2015,artistic-human,artistic-hu,man,1,0.09598781492282243
2016,indians-woman,indians-,woman,1,0.09598781492282243
2017,&woman,&,woman,1,0.09598781492282243
2018,co-man,co-,man,1,0.09598781492282243
2019,kactress,kactr,ess,1,0.09598781492282243
2020,rotuman,rotu,man,1,0.09598781492282243
2021,assault-man,assault-,man,1,0.09598781492282243
2022,brigman,brig,man,1,0.09598781492282243
2023,barwoman,bar,woman,1,0.09598781492282243
2024,rastaman,rasta,man,1,0.09598781492282243
2025,championess,champion,ess,1,0.09598781492282243
2026,walkman,walk,man,1,0.09598781492282243
2027,ex-saleswoman,ex-sales,woman,1,0.09598781492282243
2028,crossman,cross,man,1,0.09598781492282243
2029,swingman,swing,man,1,0.09598781492282243
2030,singing-actress,singing-actr,ess,1,0.09598781492282243
2031,breakman,break,man,1,0.09598781492282243
2032,murphychairperson,murphychair,person,1,0.09598781492282243
2033,wine stewardess,wine steward,ess,1,0.09598781492282243
2034,process-sorceress,process-sorcer,ess,1,0.09598781492282243
2035,jahreskongress,jahreskongr,ess,1,0.09598781492282243
2036,dutyman,duty,man,1,0.09598781492282243
2037,godliness,godlin,ess,1,0.09598781492282243
2038,stringman,string,man,1,0.09598781492282243
2039,congressperson,congress,person,1,0.09598781492282243
2040,clever-woman,clever-,woman,1,0.09598781492282243
2041,top-person,top-,person,1,0.09598781492282243
2042,renaissance-woman,renaissance-,woman,1,0.09598781492282243
2043,powelactress,powelactr,ess,1,0.09598781492282243
2044,advisory-chairperson,advisory-chair,person,1,0.09598781492282243
2045,trans-man,trans-,man,1,0.09598781492282243
2046,workinprogress,workinprogr,ess,1,0.09598781492282243
2047,scrum-mistress,scrum-mistr,ess,1,0.09598781492282243
2048,mediaperson,media,person,1,0.09598781492282243
2049,ab seaman,ab sea,man,1,0.09598781492282243
2050,beaman,bea,man,1,0.09598781492282243
2051,lisichairman,lisichair,man,1,0.09598781492282243
2052,parts counter person,parts counter ,person,1,0.09598781492282243
2053,libraryman,library,man,1,0.09598781492282243
2054,hotelfachman,hotelfach,man,1,0.09598781492282243
2055,chair-woman,chair-,woman,1,0.09598781492282243
2056,scan-man,scan-,man,1,0.09598781492282243
2057,sportwoman,sport,woman,1,0.09598781492282243
2058,sherman,sher,man,1,0.09598781492282243
2059,theater-person,theater-,person,1,0.09598781492282243
2060,conspiratress,conspiratr,ess,1,0.09598781492282243
2061,generalforeman,generalfore,man,1,0.09598781492282243
2062,store-man,store-,man,1,0.09598781492282243
2063,braveness,braven,ess,1,0.09598781492282243
2064,whipman,whip,man,1,0.09598781492282243
2065,sub-chairman,sub-chair,man,1,0.09598781492282243
2066,tallman,tall,man,1,0.09598781492282243
2067,bindery-man,bindery-,man,1,0.09598781492282243
2068,lighterman,lighter,man,1,0.09598781492282243
2069,tea-person,tea-,person,1,0.09598781492282243
2070,petaluman,petalu,man,1,0.09598781492282243
2071,brandsman,brands,man,1,0.09598781492282243
2072,half-woman,half-,woman,1,0.09598781492282243
2073,sakeman,sake,man,1,0.09598781492282243
2074,twice-chairman,twice-chair,man,1,0.09598781492282243
2075,broperson,bro,person,1,0.09598781492282243
2076,young-man,young-,man,1,0.09598781492282243
2077,stablewoman,stable,woman,1,0.09598781492282243
2078,prizeman,prize,man,1,0.09598781492282243
2079,hotelman,hotel,man,1,0.09598781492282243
2080,brushmistress,brushmistr,ess,1,0.09598781492282243
2081,tutoman,tuto,man,1,0.09598781492282243
2082,friendless,friendl,ess,1,0.09598781492282243
2083,fullress,fullr,ess,1,0.09598781492282243
