index,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.3162393162393162,0.0,0.0,0.002849002849002849
masculine,0.26495726495726496,0.28205128205128205,0.0,0.002849002849002849
feminine,0.15384615384615385,0.1737891737891738,0.0,0.0
