0.0127,0.0000,0.1111,0.7021,0.0390,0.0000
0.0256,0.2500,0.0127,0.0256,0.0959,0.0000
0.6000,0.0127,0.0000,0.0127,0.0390,0.0256
0.0390,0.0811,0.0256,0.0000,0.0127,0.1940
0.0256,0.1594,0.0000,0.0000,0.0127,0.1765
0.0000,0.0000,0.4545,0.1765,0.1268,0.0000
