role_noun_gender,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.31339031339031337,0.0,0.05128205128205128,0.0
masculine,0.25925925925925924,0.1908831908831909,0.0,0.0
feminine,0.3903133903133903,0.30484330484330485,0.1339031339031339,0.0
