index,word,stem,suffix,frequency,frequency_in_a_million
617,krugman,krug,man,34,0.09128819687781747
618,needleman,needle,man,34,0.09128819687781747
619,lockman,lock,man,34,0.09128819687781747
620,millman,mill,man,34,0.09128819687781747
621,bowerman,bower,man,34,0.09128819687781747
622,omdurman,omdur,man,33,0.08860324991082284
623,spearman,spear,man,33,0.08860324991082284
624,eckman,eck,man,33,0.08860324991082284
625,grauman,grau,man,33,0.08860324991082284
626,coman,co,man,33,0.08860324991082284
627,wardman,ward,man,33,0.08860324991082284
628,oberman,ober,man,33,0.08860324991082284
629,hagerman,hager,man,33,0.08860324991082284
630,brickman,brick,man,32,0.08591830294382821
631,roffman,roff,man,32,0.08591830294382821
632,liegeman,liege,man,32,0.08591830294382821
633,kerman,ker,man,32,0.08591830294382821
634,lightman,light,man,31,0.08323335597683358
635,starman,star,man,31,0.08323335597683358
636,finkman,fink,man,31,0.08323335597683358
637,schneiderman,schneider,man,31,0.08323335597683358
638,zeeman,zee,man,31,0.08323335597683358
639,linesman,lines,man,31,0.08323335597683358
640,brockman,brock,man,31,0.08323335597683358
641,dillman,dill,man,31,0.08323335597683358
642,trentman,trent,man,30,0.08054840900983895
643,tasman,tas,man,30,0.08054840900983895
644,dishman,dish,man,30,0.08054840900983895
645,groceryman,grocery,man,30,0.08054840900983895
646,ryman,ry,man,30,0.08054840900983895
647,timmerman,timmer,man,30,0.08054840900983895
648,seideman,seide,man,30,0.08054840900983895
649,dustman,dust,man,29,0.0778634620428443
650,melman,mel,man,29,0.0778634620428443
651,beaman,bea,man,29,0.0778634620428443
652,heiman,hei,man,29,0.0778634620428443
653,christman,christ,man,29,0.0778634620428443
654,baggageman,baggage,man,29,0.0778634620428443
655,musulman,musul,man,29,0.0778634620428443
656,holderman,holder,man,29,0.0778634620428443
657,sportswoman,sports,woman,29,0.0778634620428443
658,kurtzman,kurtz,man,29,0.0778634620428443
659,spiderman,spider,man,28,0.07517851507584969
660,peterman,peter,man,28,0.07517851507584969
661,landman,land,man,28,0.07517851507584969
662,wolman,wol,man,28,0.07517851507584969
663,bondwoman,bond,woman,28,0.07517851507584969
664,uman,u,man,28,0.07517851507584969
665,hindman,hind,man,28,0.07517851507584969
666,gelman,gel,man,28,0.07517851507584969
667,pollman,poll,man,28,0.07517851507584969
668,rickman,rick,man,28,0.07517851507584969
669,wittman,witt,man,28,0.07517851507584969
670,harvardman,harvard,man,27,0.07249356810885506
671,mossman,moss,man,27,0.07249356810885506
672,bossman,boss,man,27,0.07249356810885506
673,washwoman,wash,woman,27,0.07249356810885506
674,wheelman,wheel,man,27,0.07249356810885506
675,heineman,heine,man,27,0.07249356810885506
676,dyckman,dyck,man,27,0.07249356810885506
677,alterman,alter,man,27,0.07249356810885506
678,scrubwoman,scrub,woman,27,0.07249356810885506
679,supersalesman,supersales,man,27,0.07249356810885506
680,dryman,dry,man,27,0.07249356810885506
681,firman,fir,man,27,0.07249356810885506
682,wegman,weg,man,27,0.07249356810885506
683,iroman,iro,man,27,0.07249356810885506
684,gittleman,gittle,man,27,0.07249356810885506
685,ledman,led,man,27,0.07249356810885506
686,troutman,trout,man,27,0.07249356810885506
687,sharman,shar,man,27,0.07249356810885506
688,trencherman,trencher,man,27,0.07249356810885506
689,numan,nu,man,27,0.07249356810885506
690,fuhrman,fuhr,man,27,0.07249356810885506
691,kupferman,kupfer,man,26,0.06980862114186041
692,schoolman,school,man,26,0.06980862114186041
693,beggarman,beggar,man,26,0.06980862114186041
694,bargeman,barge,man,26,0.06980862114186041
695,kilnman,kiln,man,26,0.06980862114186041
696,seeman,see,man,26,0.06980862114186041
697,oneman,one,man,26,0.06980862114186041
698,ashman,ash,man,26,0.06980862114186041
699,spillman,spill,man,26,0.06980862114186041
700,gluckman,gluck,man,26,0.06980862114186041
701,lachman,lach,man,26,0.06980862114186041
702,lakeman,lake,man,26,0.06980862114186041
703,layperson,lay,person,26,0.06980862114186041
704,leishman,leish,man,26,0.06980862114186041
705,businessperson,business,person,25,0.0671236741748658
706,tinman,tin,man,25,0.0671236741748658
707,mittelman,mittel,man,25,0.0671236741748658
708,goatman,goat,man,25,0.0671236741748658
709,ekman,ek,man,25,0.0671236741748658
710,westerman,wester,man,25,0.0671236741748658
711,beeckman,beeck,man,25,0.0671236741748658
712,newswoman,news,woman,25,0.0671236741748658
713,martman,mart,man,25,0.0671236741748658
714,lauman,lau,man,25,0.0671236741748658
715,erman,er,man,25,0.0671236741748658
716,brinkman,brink,man,25,0.0671236741748658
717,lishman,lish,man,25,0.0671236741748658
718,guttman,gutt,man,25,0.0671236741748658
719,buckman,buck,man,25,0.0671236741748658
720,clubwoman,club,woman,25,0.0671236741748658
721,caiman,cai,man,24,0.06443872720787117
722,tilman,til,man,24,0.06443872720787117
723,abusulayman,abusulay,man,24,0.06443872720787117
724,bodman,bod,man,24,0.06443872720787117
725,oldman,old,man,24,0.06443872720787117
726,grubman,grub,man,24,0.06443872720787117
727,adleman,adle,man,24,0.06443872720787117
728,hitman,hit,man,24,0.06443872720787117
729,heinneman,heinne,man,24,0.06443872720787117
730,kimmelman,kimmel,man,24,0.06443872720787117
731,hausman,haus,man,24,0.06443872720787117
732,waksman,waks,man,24,0.06443872720787117
733,jerseyman,jersey,man,24,0.06443872720787117
734,scotchwoman,scotch,woman,24,0.06443872720787117
735,yaleman,yale,man,24,0.06443872720787117
736,gleitman,gleit,man,24,0.06443872720787117
737,seedman,seed,man,24,0.06443872720787117
738,washerman,washer,man,23,0.06175378024087652
739,readerman,reader,man,23,0.06175378024087652
740,garageman,garage,man,23,0.06175378024087652
741,soliman,soli,man,23,0.06175378024087652
742,swingman,swing,man,23,0.06175378024087652
743,sedgman,sedg,man,23,0.06175378024087652
744,backman,back,man,23,0.06175378024087652
745,sigman,sig,man,23,0.06175378024087652
746,delman,del,man,23,0.06175378024087652
747,goffman,goff,man,23,0.06175378024087652
748,handicraftsman,handicrafts,man,23,0.06175378024087652
749,gottesman,gottes,man,23,0.06175378024087652
750,raxman,rax,man,23,0.06175378024087652
751,pechman,pech,man,23,0.06175378024087652
752,elman,el,man,23,0.06175378024087652
753,blakeman,blake,man,23,0.06175378024087652
754,anotherman,another,man,22,0.0590688332738819
755,lindeman,linde,man,22,0.0590688332738819
756,kammerman,kammer,man,22,0.0590688332738819
757,apperson,ap,person,22,0.0590688332738819
758,legman,leg,man,22,0.0590688332738819
759,chatman,chat,man,22,0.0590688332738819
760,tollman,toll,man,22,0.0590688332738819
761,loockerman,loocker,man,22,0.0590688332738819
762,frontman,front,man,22,0.0590688332738819
763,brotherman,brother,man,22,0.0590688332738819
764,bingaman,binga,man,21,0.05638388630688727
765,hyndman,hynd,man,21,0.05638388630688727
766,warehouseman,warehouse,man,21,0.05638388630688727
767,bluesman,blues,man,21,0.05638388630688727
768,tuman,tu,man,21,0.05638388630688727
769,reitman,reit,man,21,0.05638388630688727
770,witchman,witch,man,21,0.05638388630688727
771,newsperson,news,person,21,0.05638388630688727
772,mudman,mud,man,21,0.05638388630688727
773,katleman,katle,man,21,0.05638388630688727
774,wiman,wi,man,21,0.05638388630688727
775,reisman,reis,man,21,0.05638388630688727
776,ayman,ay,man,21,0.05638388630688727
777,packman,pack,man,21,0.05638388630688727
778,biderman,bider,man,21,0.05638388630688727
779,dieman,die,man,20,0.05369893933989263
780,wollman,woll,man,20,0.05369893933989263
781,sportman,sport,man,20,0.05369893933989263
782,steinman,stein,man,20,0.05369893933989263
783,midgetman,midget,man,20,0.05369893933989263
784,broadman,broad,man,20,0.05369893933989263
785,suleyman,suley,man,20,0.05369893933989263
786,waitperson,wait,person,20,0.05369893933989263
787,newspaperwoman,newspaper,woman,20,0.05369893933989263
788,everywoman,every,woman,20,0.05369893933989263
789,turfman,turf,man,20,0.05369893933989263
790,betjeman,betje,man,20,0.05369893933989263
791,tleman,tle,man,20,0.05369893933989263
792,heilman,heil,man,20,0.05369893933989263
793,bandsman,bands,man,20,0.05369893933989263
794,druckman,druck,man,20,0.05369893933989263
795,oxman,ox,man,20,0.05369893933989263
796,marshman,marsh,man,20,0.05369893933989263
797,wattman,watt,man,20,0.05369893933989263
798,anchorwoman,anchor,woman,20,0.05369893933989263
799,trotman,trot,man,20,0.05369893933989263
800,lichtman,licht,man,20,0.05369893933989263
801,cressman,cress,man,20,0.05369893933989263
802,hinckman,hinck,man,20,0.05369893933989263
803,corman,cor,man,20,0.05369893933989263
804,frishman,frish,man,20,0.05369893933989263
805,stixman,stix,man,20,0.05369893933989263
806,beckerman,becker,man,20,0.05369893933989263
807,amishman,amish,man,19,0.051013992372898005
808,parchman,parch,man,19,0.051013992372898005
809,hulman,hul,man,19,0.051013992372898005
810,gershman,gersh,man,19,0.051013992372898005
811,edman,ed,man,19,0.051013992372898005
812,torpedoman,torpedo,man,19,0.051013992372898005
813,herriman,herri,man,19,0.051013992372898005
814,nauman,nau,man,19,0.051013992372898005
815,bottman,bott,man,19,0.051013992372898005
816,axman,ax,man,19,0.051013992372898005
817,bartman,bart,man,19,0.051013992372898005
818,westman,west,man,19,0.051013992372898005
819,cordesman,cordes,man,19,0.051013992372898005
820,stuntman,stunt,man,19,0.051013992372898005
821,jontleman,jontle,man,19,0.051013992372898005
822,polisman,polis,man,19,0.051013992372898005
823,batwoman,bat,woman,19,0.051013992372898005
824,ulman,ul,man,19,0.051013992372898005
825,kimelman,kimel,man,19,0.051013992372898005
826,schoenman,schoen,man,19,0.051013992372898005
827,boorman,boor,man,19,0.051013992372898005
828,tallyman,tally,man,19,0.051013992372898005
829,thoman,tho,man,19,0.051013992372898005
830,lexman,lex,man,19,0.051013992372898005
831,braman,bra,man,19,0.051013992372898005
832,hilman,hil,man,18,0.04832904540590337
833,singleman,single,man,18,0.04832904540590337
834,nudelman,nudel,man,18,0.04832904540590337
835,talesman,tales,man,18,0.04832904540590337
836,butman,but,man,18,0.04832904540590337
837,kallman,kall,man,18,0.04832904540590337
838,rineman,rine,man,18,0.04832904540590337
839,soibelman,soibel,man,18,0.04832904540590337
840,dunman,dun,man,18,0.04832904540590337
841,stutman,stut,man,18,0.04832904540590337
842,bikman,bik,man,18,0.04832904540590337
843,guthman,guth,man,18,0.04832904540590337
844,fogleman,fogle,man,18,0.04832904540590337
845,koopman,koop,man,18,0.04832904540590337
846,vatman,vat,man,18,0.04832904540590337
847,twyman,twy,man,18,0.04832904540590337
848,agentleman,agentle,man,18,0.04832904540590337
849,triggerman,trigger,man,18,0.04832904540590337
850,bugleman,bugle,man,18,0.04832904540590337
851,halterman,halter,man,18,0.04832904540590337
852,brightman,bright,man,18,0.04832904540590337
853,witteman,witte,man,17,0.04564409843890874
854,stegman,steg,man,17,0.04564409843890874
855,isserman,isser,man,17,0.04564409843890874
856,gelfman,gelf,man,17,0.04564409843890874
857,salzman,salz,man,17,0.04564409843890874
858,chipman,chip,man,17,0.04564409843890874
859,skillman,skill,man,17,0.04564409843890874
860,engleman,engle,man,17,0.04564409843890874
861,liman,li,man,17,0.04564409843890874
862,ehrman,ehr,man,17,0.04564409843890874
863,roseman,rose,man,17,0.04564409843890874
864,theman,the,man,17,0.04564409843890874
865,dallman,dall,man,17,0.04564409843890874
866,godsman,gods,man,17,0.04564409843890874
867,wortman,wort,man,17,0.04564409843890874
868,erdtman,erdt,man,17,0.04564409843890874
869,flatboatman,flatboat,man,17,0.04564409843890874
870,steedman,steed,man,17,0.04564409843890874
871,threeman,three,man,17,0.04564409843890874
872,klingman,kling,man,17,0.04564409843890874
873,assemblywoman,assembly,woman,17,0.04564409843890874
874,craftsperson,crafts,person,17,0.04564409843890874
875,klayman,klay,man,17,0.04564409843890874
876,sloterman,sloter,man,17,0.04564409843890874
877,gudeman,gude,man,17,0.04564409843890874
878,stateman,state,man,17,0.04564409843890874
879,prehuman,prehu,man,16,0.042959151471914106
880,alabaman,alaba,man,16,0.042959151471914106
881,gressman,gress,man,16,0.042959151471914106
882,abderrahman,abderrah,man,16,0.042959151471914106
883,jesperson,jes,person,16,0.042959151471914106
884,weinman,wein,man,16,0.042959151471914106
885,klackman,klack,man,16,0.042959151471914106
886,kelman,kel,man,16,0.042959151471914106
887,capeman,cape,man,16,0.042959151471914106
888,nightwatchman,nightwatch,man,16,0.042959151471914106
889,landesman,landes,man,16,0.042959151471914106
890,camaralzaman,camaralza,man,16,0.042959151471914106
891,stichman,stich,man,16,0.042959151471914106
892,florman,flor,man,16,0.042959151471914106
893,nonperson,non,person,16,0.042959151471914106
894,fugleman,fugle,man,16,0.042959151471914106
895,canoeman,canoe,man,16,0.042959151471914106
896,winkelman,winkel,man,16,0.042959151471914106
897,beuhlman,beuhl,man,16,0.042959151471914106
898,breyman,brey,man,16,0.042959151471914106
899,paperman,paper,man,16,0.042959151471914106
900,gripman,grip,man,16,0.042959151471914106
901,willman,will,man,16,0.042959151471914106
902,kahneman,kahne,man,16,0.042959151471914106
903,hageman,hage,man,16,0.042959151471914106
904,brassman,brass,man,16,0.042959151471914106
905,suliman,suli,man,16,0.042959151471914106
906,petman,pet,man,16,0.042959151471914106
907,folkman,folk,man,16,0.042959151471914106
908,creelman,creel,man,16,0.042959151471914106
909,inkerman,inker,man,16,0.042959151471914106
910,cotman,cot,man,16,0.042959151471914106
911,anglogerman,angloger,man,16,0.042959151471914106
912,gehman,geh,man,16,0.042959151471914106
913,deathsman,deaths,man,15,0.040274204504919475
914,orangeman,orange,man,15,0.040274204504919475
915,hamman,ham,man,15,0.040274204504919475
916,wyseman,wyse,man,15,0.040274204504919475
917,hoptman,hopt,man,15,0.040274204504919475
918,ealdorman,ealdor,man,15,0.040274204504919475
919,seedsman,seeds,man,15,0.040274204504919475
920,leatherman,leather,man,15,0.040274204504919475
921,sulayman,sulay,man,15,0.040274204504919475
922,lotterman,lotter,man,15,0.040274204504919475
923,bjorkman,bjork,man,15,0.040274204504919475
924,todman,tod,man,15,0.040274204504919475
925,lanman,lan,man,15,0.040274204504919475
926,deskman,desk,man,15,0.040274204504919475
927,froman,fro,man,15,0.040274204504919475
928,swagman,swag,man,15,0.040274204504919475
929,pelman,pel,man,15,0.040274204504919475
930,tewman,tew,man,15,0.040274204504919475
931,trackman,track,man,15,0.040274204504919475
932,soundman,sound,man,15,0.040274204504919475
933,twachtman,twacht,man,15,0.040274204504919475
934,churchwoman,church,woman,15,0.040274204504919475
935,musselman,mussel,man,15,0.040274204504919475
936,bettman,bett,man,15,0.040274204504919475
937,randleman,randle,man,15,0.040274204504919475
938,hackleman,hackle,man,15,0.040274204504919475
939,tatman,tat,man,14,0.037589257537924844
940,latman,lat,man,14,0.037589257537924844
941,comman,com,man,14,0.037589257537924844
942,upperclassman,upperclass,man,14,0.037589257537924844
943,lampman,lamp,man,14,0.037589257537924844
944,brenneman,brenne,man,14,0.037589257537924844
945,lerman,ler,man,14,0.037589257537924844
946,wankhman,wankh,man,14,0.037589257537924844
947,wumman,wum,man,14,0.037589257537924844
948,storeman,store,man,14,0.037589257537924844
949,gamesman,games,man,14,0.037589257537924844
950,nyman,ny,man,14,0.037589257537924844
951,firstperson,first,person,14,0.037589257537924844
952,casselman,cassel,man,14,0.037589257537924844
953,dickman,dick,man,14,0.037589257537924844
954,staffman,staff,man,14,0.037589257537924844
955,hagman,hag,man,14,0.037589257537924844
956,poultryman,poultry,man,14,0.037589257537924844
957,plankman,plank,man,14,0.037589257537924844
958,dykman,dyk,man,14,0.037589257537924844
959,wurtman,wurt,man,14,0.037589257537924844
960,brushman,brush,man,14,0.037589257537924844
961,jiggerman,jigger,man,14,0.037589257537924844
962,crosman,cros,man,14,0.037589257537924844
963,ackman,ack,man,14,0.037589257537924844
964,edleman,edle,man,14,0.037589257537924844
965,helman,hel,man,14,0.037589257537924844
966,widman,wid,man,13,0.03490431057093021
967,cchairperson,cchair,person,13,0.03490431057093021
968,stateswoman,states,woman,13,0.03490431057093021
969,lenman,len,man,13,0.03490431057093021
970,ringman,ring,man,13,0.03490431057093021
971,richtman,richt,man,13,0.03490431057093021
972,scotswoman,scots,woman,13,0.03490431057093021
973,dahlman,dahl,man,13,0.03490431057093021
974,vrooman,vroo,man,13,0.03490431057093021
975,hillerman,hiller,man,13,0.03490431057093021
976,rodsman,rods,man,13,0.03490431057093021
977,pikeman,pike,man,13,0.03490431057093021
978,saman,sa,man,13,0.03490431057093021
979,sonarman,sonar,man,13,0.03490431057093021
980,warman,war,man,13,0.03490431057093021
981,harvestman,harvest,man,13,0.03490431057093021
982,snakesman,snakes,man,13,0.03490431057093021
983,vandaman,vanda,man,13,0.03490431057093021
984,shopwoman,shop,woman,13,0.03490431057093021
985,clayman,clay,man,13,0.03490431057093021
986,akerman,aker,man,13,0.03490431057093021
987,waltman,walt,man,13,0.03490431057093021
988,eiseman,eise,man,13,0.03490431057093021
989,hodman,hod,man,13,0.03490431057093021
990,bemelman,bemel,man,13,0.03490431057093021
991,sickman,sick,man,13,0.03490431057093021
992,wilman,wil,man,13,0.03490431057093021
993,pacman,pac,man,13,0.03490431057093021
994,atman,at,man,13,0.03490431057093021
995,stickman,stick,man,13,0.03490431057093021
996,taxman,tax,man,13,0.03490431057093021
997,moseman,mose,man,13,0.03490431057093021
998,schwartzman,schwartz,man,13,0.03490431057093021
999,kuhlman,kuhl,man,13,0.03490431057093021
1000,powerman,power,man,13,0.03490431057093021
1001,wideman,wide,man,13,0.03490431057093021
1002,workwoman,work,woman,13,0.03490431057093021
1003,classman,class,man,13,0.03490431057093021
1004,ragman,rag,man,12,0.03221936360393558
1005,clingman,cling,man,12,0.03221936360393558
1006,looman,loo,man,12,0.03221936360393558
1007,hirschman,hirsch,man,12,0.03221936360393558
1008,relman,rel,man,12,0.03221936360393558
1009,bosman,bos,man,12,0.03221936360393558
1010,yellowman,yellow,man,12,0.03221936360393558
1011,horman,hor,man,12,0.03221936360393558
1012,massman,mass,man,12,0.03221936360393558
1013,cheerman,cheer,man,12,0.03221936360393558
1014,bradman,brad,man,12,0.03221936360393558
1015,bowsman,bows,man,12,0.03221936360393558
1016,dirdirman,dirdir,man,12,0.03221936360393558
1017,aidman,aid,man,12,0.03221936360393558
1018,shamsuzzaman,shamsuzza,man,12,0.03221936360393558
1019,hileman,hile,man,12,0.03221936360393558
1020,markman,mark,man,12,0.03221936360393558
1021,putman,put,man,12,0.03221936360393558
1022,leitman,leit,man,12,0.03221936360393558
1023,cheesman,chees,man,12,0.03221936360393558
1024,foxman,fox,man,12,0.03221936360393558
1025,lashman,lash,man,12,0.03221936360393558
1026,stahlman,stahl,man,12,0.03221936360393558
1027,mehlman,mehl,man,12,0.03221936360393558
1028,tirewoman,tire,woman,12,0.03221936360393558
1029,crazyman,crazy,man,12,0.03221936360393558
1030,smitherman,smither,man,12,0.03221936360393558
1031,sloman,slo,man,12,0.03221936360393558
1032,klugman,klug,man,12,0.03221936360393558
1033,glucksman,glucks,man,12,0.03221936360393558
1034,heintzleman,heintzle,man,12,0.03221936360393558
1035,leachman,leach,man,12,0.03221936360393558
1036,begelman,begel,man,11,0.02953441663694095
1037,leiberman,leiber,man,11,0.02953441663694095
1038,francogerman,francoger,man,11,0.02953441663694095
1039,forsman,fors,man,11,0.02953441663694095
1040,estleman,estle,man,11,0.02953441663694095
1041,salaryman,salary,man,11,0.02953441663694095
1042,sealman,seal,man,11,0.02953441663694095
1043,birman,bir,man,11,0.02953441663694095
1044,doman,do,man,11,0.02953441663694095
1045,tudjman,tudj,man,11,0.02953441663694095
1046,yeatman,yeat,man,11,0.02953441663694095
1047,hodgman,hodg,man,11,0.02953441663694095
1048,kosman,kos,man,11,0.02953441663694095
1049,engelman,engel,man,11,0.02953441663694095
1050,grecoroman,grecoro,man,11,0.02953441663694095
1051,bitterman,bitter,man,11,0.02953441663694095
1052,middleagedwoman,middleaged,woman,11,0.02953441663694095
1053,servicewoman,service,woman,11,0.02953441663694095
1054,mittman,mitt,man,11,0.02953441663694095
1055,fleishman,fleish,man,11,0.02953441663694095
1056,fraiman,frai,man,11,0.02953441663694095
1057,sinnerman,sinner,man,11,0.02953441663694095
1058,dielman,diel,man,11,0.02953441663694095
1059,audiman,audi,man,11,0.02953441663694095
1060,ohman,oh,man,11,0.02953441663694095
1061,congressperson,congress,person,11,0.02953441663694095
1062,deman,de,man,11,0.02953441663694095
1063,shirtman,shirt,man,11,0.02953441663694095
1064,taman,ta,man,11,0.02953441663694095
1065,gagman,gag,man,11,0.02953441663694095
1066,hanaman,hana,man,11,0.02953441663694095
1067,godman,god,man,11,0.02953441663694095
1068,epperson,ep,person,11,0.02953441663694095
1069,beadsman,beads,man,11,0.02953441663694095
1070,awoman,a,woman,11,0.02953441663694095
1071,suzman,suz,man,11,0.02953441663694095
1072,reithman,reith,man,11,0.02953441663694095
1073,guman,gu,man,11,0.02953441663694095
1074,dalesman,dales,man,11,0.02953441663694095
1075,feenman,feen,man,11,0.02953441663694095
1076,craneman,crane,man,11,0.02953441663694095
1077,cristman,crist,man,11,0.02953441663694095
1078,assman,ass,man,11,0.02953441663694095
1079,youman,you,man,11,0.02953441663694095
1080,schiffman,schiff,man,11,0.02953441663694095
1081,borderman,border,man,11,0.02953441663694095
1082,eman,e,man,11,0.02953441663694095
1083,spiegelman,spiegel,man,11,0.02953441663694095
1084,vanneman,vanne,man,11,0.02953441663694095
1085,getman,get,man,11,0.02953441663694095
1086,goleman,gole,man,10,0.026849469669946315
1087,koosman,koos,man,10,0.026849469669946315
1088,lagerman,lager,man,10,0.026849469669946315
1089,shukman,shuk,man,10,0.026849469669946315
1090,leneman,lene,man,10,0.026849469669946315
1091,lighterman,lighter,man,10,0.026849469669946315
1092,foundryman,foundry,man,10,0.026849469669946315
1093,stevelman,stevel,man,10,0.026849469669946315
1094,blechman,blech,man,10,0.026849469669946315
1095,herrman,herr,man,10,0.026849469669946315
1096,coalman,coal,man,10,0.026849469669946315
1097,littman,litt,man,10,0.026849469669946315
1098,justman,just,man,10,0.026849469669946315
1099,servingman,serving,man,10,0.026849469669946315
1100,rosman,ros,man,10,0.026849469669946315
1101,uhlman,uhl,man,10,0.026849469669946315
1102,hellerman,heller,man,10,0.026849469669946315
1103,choreman,chore,man,10,0.026849469669946315
1104,leaderman,leader,man,10,0.026849469669946315
1105,rendleman,rendle,man,10,0.026849469669946315
1106,woldman,wold,man,10,0.026849469669946315
1107,yzerman,yzer,man,10,0.026849469669946315
1108,hulseman,hulse,man,10,0.026849469669946315
1109,litman,lit,man,10,0.026849469669946315
1110,carloman,carlo,man,10,0.026849469669946315
1111,bierman,bier,man,10,0.026849469669946315
1112,gootman,goot,man,10,0.026849469669946315
1113,biegelman,biegel,man,10,0.026849469669946315
1114,elfman,elf,man,10,0.026849469669946315
1115,messman,mess,man,10,0.026849469669946315
1116,infrahuman,infrahu,man,10,0.026849469669946315
1117,schoeman,schoe,man,10,0.026849469669946315
1118,spielman,spiel,man,10,0.026849469669946315
1119,rancheman,ranche,man,10,0.026849469669946315
1120,kinnaman,kinna,man,10,0.026849469669946315
1121,lingeman,linge,man,10,0.026849469669946315
1122,herdman,herd,man,10,0.026849469669946315
1123,gempleman,gemple,man,10,0.026849469669946315
1124,lastman,last,man,10,0.026849469669946315
1125,hilsman,hils,man,10,0.026849469669946315
1126,dikeman,dike,man,10,0.026849469669946315
1127,immelman,immel,man,10,0.026849469669946315
1128,hagaman,haga,man,10,0.026849469669946315
1129,propman,prop,man,10,0.026849469669946315
1130,rastaman,rasta,man,10,0.026849469669946315
1131,olderman,older,man,10,0.026849469669946315
1132,pigman,pig,man,10,0.026849469669946315
1133,walkerman,walker,man,10,0.026849469669946315
1134,taximan,taxi,man,9,0.024164522702951684
1135,tellerman,teller,man,9,0.024164522702951684
1136,zukerman,zuker,man,9,0.024164522702951684
1137,steurman,steur,man,9,0.024164522702951684
1138,wadman,wad,man,9,0.024164522702951684
1139,donkeyman,donkey,man,9,0.024164522702951684
1140,reichman,reich,man,9,0.024164522702951684
1141,bonderman,bonder,man,9,0.024164522702951684
1142,borkman,bork,man,9,0.024164522702951684
1143,handlesman,handles,man,9,0.024164522702951684
1144,bittman,bitt,man,9,0.024164522702951684
1145,talman,tal,man,9,0.024164522702951684
1146,kurman,kur,man,9,0.024164522702951684
1147,thierman,thier,man,9,0.024164522702951684
1148,kalichman,kalich,man,9,0.024164522702951684
1149,turcoman,turco,man,9,0.024164522702951684
1150,tucuman,tucu,man,9,0.024164522702951684
1151,kittleman,kittle,man,9,0.024164522702951684
1152,bateauman,bateau,man,9,0.024164522702951684
1153,toliman,toli,man,9,0.024164522702951684
1154,twoman,t,woman,9,0.024164522702951684
1155,sulman,sul,man,9,0.024164522702951684
1156,gasman,gas,man,9,0.024164522702951684
1157,cooperman,cooper,man,9,0.024164522702951684
1158,jintleman,jintle,man,9,0.024164522702951684
1159,gassman,gass,man,9,0.024164522702951684
1160,cocksman,cocks,man,9,0.024164522702951684
1161,littleman,little,man,9,0.024164522702951684
1162,wrightsman,wrights,man,9,0.024164522702951684
1163,arman,ar,man,9,0.024164522702951684
1164,shiffman,shiff,man,9,0.024164522702951684
1165,mitzman,mitz,man,9,0.024164522702951684
1166,huberman,huber,man,9,0.024164522702951684
1167,discman,disc,man,9,0.024164522702951684
1168,prizeman,prize,man,9,0.024164522702951684
1169,treisman,treis,man,9,0.024164522702951684
1170,hedgeman,hedge,man,9,0.024164522702951684
1171,heileman,heile,man,9,0.024164522702951684
1172,timerman,timer,man,9,0.024164522702951684
1173,tiltman,tilt,man,9,0.024164522702951684
1174,boogeyman,boogey,man,9,0.024164522702951684
1175,kaseman,kase,man,9,0.024164522702951684
1176,middleagedman,middleaged,man,9,0.024164522702951684
1177,abdurrahman,abdurrah,man,9,0.024164522702951684
1178,hedeman,hede,man,9,0.024164522702951684
1179,kappelman,kappel,man,9,0.024164522702951684
1180,churaman,chura,man,9,0.024164522702951684
1181,flittman,flitt,man,9,0.024164522702951684
1182,stutzman,stutz,man,9,0.024164522702951684
1183,klosterman,kloster,man,9,0.024164522702951684
1184,guiterman,guiter,man,9,0.024164522702951684
1185,rockman,rock,man,9,0.024164522702951684
1186,fendelman,fendel,man,9,0.024164522702951684
1187,berriman,berri,man,9,0.024164522702951684
1188,crisman,cris,man,8,0.021479575735957053
1189,billman,bill,man,8,0.021479575735957053
1190,bestman,best,man,8,0.021479575735957053
1191,wouverman,wouver,man,8,0.021479575735957053
1192,baman,ba,man,8,0.021479575735957053
1193,plantsman,plants,man,8,0.021479575735957053
1194,linkman,link,man,8,0.021479575735957053
1195,federman,feder,man,8,0.021479575735957053
1196,murman,mur,man,8,0.021479575735957053
1197,gutterman,gutter,man,8,0.021479575735957053
1198,fleckman,fleck,man,8,0.021479575735957053
1199,averageman,average,man,8,0.021479575735957053
1200,scheinman,schein,man,8,0.021479575735957053
1201,poneman,pone,man,8,0.021479575735957053
1202,sanderman,sander,man,8,0.021479575735957053
1203,kesselman,kessel,man,8,0.021479575735957053
1204,cragsman,crags,man,8,0.021479575735957053
1205,swarthman,swarth,man,8,0.021479575735957053
1206,suleman,sule,man,8,0.021479575735957053
1207,storrman,storr,man,8,0.021479575735957053
1208,zigman,zig,man,8,0.021479575735957053
1209,lissaman,lissa,man,8,0.021479575735957053
1210,gaiman,gai,man,8,0.021479575735957053
1211,pearman,pear,man,8,0.021479575735957053
1212,groopman,groop,man,8,0.021479575735957053
1213,welshwoman,welsh,woman,8,0.021479575735957053
1214,himan,hi,man,8,0.021479575735957053
1215,zeman,ze,man,8,0.021479575735957053
1216,dyckerman,dycker,man,8,0.021479575735957053
1217,porterman,porter,man,8,0.021479575735957053
1218,engerman,enger,man,8,0.021479575735957053
1219,wedman,wed,man,8,0.021479575735957053
1220,lossman,loss,man,8,0.021479575735957053
1221,perman,per,man,8,0.021479575735957053
1222,wickman,wick,man,8,0.021479575735957053
