role_noun_gender,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.3247863247863248,0.0,0.0,0.1282051282051282
masculine,0.4301994301994302,0.301994301994302,0.0,0.1908831908831909
feminine,0.25925925925925924,0.2022792022792023,0.0,0.0
