,theme,chi2,p,n,bonferroni_n,outcome,dof
0,inclusive,44.040874544147805,3.215896560610165e-11,1670,5,***,1
1,modern,1.9982264020912244,0.15748338798112296,1670,5,n.s.,1
2,professional,27.86391179548434,1.3015485148420612e-07,1670,5,***,1
3,standard,1.4254208006807063,0.23251322246429904,1670,5,n.s.,1
4,natural,30.266691950371683,3.765367846415545e-08,1670,5,***,1
