role_noun_gender,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.39886039886039887,0.0,0.0,0.0
masculine,0.6239316239316239,0.28774928774928776,0.0,0.0
feminine,0.5384615384615384,0.32193732193732194,0.0,0.0
