index,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.396011396011396,0.0,0.0,0.002849002849002849
masculine,0.3076923076923077,0.23931623931623933,0.0,0.0
feminine,0.2535612535612536,0.18518518518518517,0.0,0.0
