0.0000,0.0526,0.5686,0.0000,0.1268,0.0390
0.1268,0.0000,0.0390,0.0127,0.0127,0.0811
0.0256,0.0390,0.0127,0.2500,0.0000,0.0390
0.1111,0.0667,0.0000,0.1765,0.0127,0.0000
0.0811,0.0127,0.0000,0.0667,0.0127,0.0127
0.0256,0.0390,0.1765,0.0000,0.4815,0.1268
