0.0256,0.0390,0.0127,0.2698,0.0256,0.0526
0.4035,0.0000,0.0000,0.0127,0.0000,0.0390
0.0127,0.0256,0.1111,0.0000,0.4815,0.0667
0.0000,0.0526,0.6327,0.0000,0.1111,0.0390
0.0667,0.0127,0.0256,0.0127,0.0256,0.4545
0.0127,0.0667,0.0000,0.2500,0.0000,0.0000
