role_noun_gender,removed_rate,neutral_added,masculine_added,feminine_added
neutral,0.3190883190883191,0.0,0.0,0.08547008547008547
masculine,0.3903133903133903,0.358974358974359,0.0,0.19373219373219372
feminine,0.150997150997151,0.27635327635327633,0.0,0.0
